	H_logwage_sim	
25	    0.764881045	
30	    0.867236091	
35	    0.953423400	
40	    1.042646287	
45	    1.128429994	
	H_logwage_sim	
25	    0.686810931	
30	    0.569470465	
35	    0.570370151	
40	    0.595982065	
45	    0.577482038	
	H_logwage_sim	
25	    0.214715724	
30	    0.241937609	
35	    0.280197184	
40	    0.330672953	
45	    0.360022117	
	H_logwage_sim	
25	    0.255016761	
30	    0.244520374	
35	    0.292476211	
40	    0.340819918	
45	    0.339681330	
	W_logwage_sim	
25	    0.908810378	
30	    0.906345313	
35	    0.804439604	
40	    0.673204105	
45	    0.626717329	
	W_logwage_sim	
25	    0.120736837	
30	   -0.032662854	
35	   -0.065198249	
40	   -0.175740250	
45	   -0.167444714	
	W_logwage_sim	
25	    0.175694797	
30	    0.300896111	
35	    0.502640475	
40	    0.789996093	
45	    0.818497009	
	W_logwage_sim	
25	    0.220605430	
30	    0.236877000	
35	    0.280295046	
40	    0.287679205	
45	    0.414666433	
	H_logwage_sim	
1	    0.492827323	
2	    0.836663246	
3	    1.150626289	
4	    1.755161040	
	H_logwage_sim	
1	   -0.079138457	
2	    0.367130836	
3	    0.859449867	
4	    1.297307056	
	H_logwage_sim	
1	    0.182832685	
2	    0.200036632	
3	    0.211103214	
4	    0.361418773	
	H_logwage_sim	
1	    0.195298703	
2	    0.172544696	
3	    0.195093300	
4	    0.178968664	
	W_logwage_sim	
1	   -0.190461423	
2	    0.240708578	
3	    0.693463615	
4	    1.343162971	
	W_logwage_sim	
1	   -0.577648122	
2	   -0.247708651	
3	    0.083506307	
4	    0.481232352	
	W_logwage_sim	
1	    0.219633476	
2	    0.236601627	
3	    0.239881089	
4	    0.328578015	
	W_logwage_sim	
1	    0.200361497	
2	    0.251061073	
3	    0.259440231	
4	    0.412017923	
	H_logwage_sim	
1	    0.686460580	
2	    0.819338577	
3	    0.909915988	
4	    1.034655413	
5	    1.197827494	
	W_logwage_sim	
1	    0.056071791	
2	    0.688771483	
3	    1.032585142	
4	    1.539132511	
5	    1.202975805	
	H_logwage_sim	
1	    0.931520998	
2	    0.625430453	
3	    0.611657479	
4	    0.651512063	
5	    0.652981402	
	W_logwage_sim	
1	    0.256816445	
2	   -0.079495952	
3	    0.362213852	
4	    0.652242785	
5	    1.343663798	
