	JLSdum1_sim	
25	    0.054964539	
30	    0.071314286	
35	    0.046542056	
40	    0.032724252	
45	    0.032413179	
	JLSdum2_sim	
25	    0.024113475	
30	    0.031314286	
35	    0.042616822	
40	    0.063122924	
45	    0.086910062	
	JLSdum3_sim	
25	    0.810992908	
30	    0.807085714	
35	    0.781682243	
40	    0.729900332	
45	    0.642030276	
	JLSdum4_sim	
25	    0.003900709	
30	    0.005028571	
35	    0.004859813	
40	    0.010631229	
45	    0.016206589	
	JLSdum5_sim	
25	    0.004609929	
30	    0.010514286	
35	    0.017570093	
40	    0.036378738	
45	    0.056634016	
	JLSdum6_sim	
25	    0.079432624	
30	    0.067657143	
35	    0.095887850	
40	    0.114784053	
45	    0.155832591	
	JLSdum7_sim	
25	    0.004964539	
30	    0.001828571	
35	    0.003925234	
40	    0.004318937	
45	    0.004096171	
	JLSdum8_sim	
25	    0.001773050	
30	    0.001371429	
35	    0.001682243	
40	    0.001993355	
45	    0.002849510	
	JLSdum9_sim	
25	    0.015248227	
30	    0.003885714	
35	    0.005233645	
40	    0.006146179	
45	    0.003027605	
	JLSdum1_sim	
1	    0.058000000	
2	    0.035653650	
3	    0.044886088	
4	    0.074509804	
	JLSdum2_sim	
1	    0.059142857	
2	    0.056366723	
3	    0.047115851	
4	    0.071895425	
	JLSdum3_sim	
1	    0.734000000	
2	    0.768421053	
3	    0.724769753	
4	    0.761437908	
	JLSdum4_sim	
1	    0.018857143	
2	    0.010526316	
3	    0.005235095	
4	    0.000653595	
	JLSdum5_sim	
1	    0.030000000	
2	    0.030333899	
3	    0.029471643	
4	    0.008496732	
	JLSdum6_sim	
1	    0.075714286	
2	    0.087606112	
3	    0.141250606	
4	    0.067320261	
	JLSdum7_sim	
1	    0.010857143	
2	    0.003961517	
3	    0.001841978	
4	    0.000000000	
	JLSdum8_sim	
1	    0.003714286	
2	    0.002376910	
3	    0.001260301	
4	    0.000653595	
	JLSdum9_sim	
1	    0.009714286	
2	    0.004753820	
3	    0.004168686	
4	    0.015032680	
	JLSdum1_sim	
1	    0.012912088	
2	    0.024092219	
3	    0.029106224	
4	    0.447457627	
	JLSdum2_sim	
1	    0.050824176	
2	    0.049337176	
3	    0.056247075	
4	    0.073728814	
	JLSdum3_sim	
1	    0.771153846	
2	    0.765994236	
3	    0.759943847	
4	    0.361864407	
	JLSdum4_sim	
1	    0.013461538	
2	    0.008991354	
3	    0.007019186	
4	    0.010169492	
	JLSdum5_sim	
1	    0.032692308	
2	    0.034582133	
3	    0.023771642	
4	    0.014406780	
	JLSdum6_sim	
1	    0.105494505	
2	    0.109164265	
3	    0.111371081	
4	    0.066101695	
	JLSdum7_sim	
1	    0.003296703	
2	    0.002536023	
3	    0.004211511	
4	    0.011016949	
	JLSdum8_sim	
1	    0.001648352	
2	    0.001383285	
3	    0.002246139	
4	    0.005084746	
	JLSdum9_sim	
1	    0.008516484	
2	    0.003919308	
3	    0.006083294	
4	    0.010169492	
