	twoincomes_sim	
25	    0.087588652	
30	    0.118171429	
35	    0.111588785	
40	    0.142857143	
45	    0.192163847	
	twoincomes_sim	
1	    0.166000000	
2	    0.132880589	
3	    0.126708677	
4	    0.155555556	
	twoincomes_sim	
1	    0.109890110	
2	    0.117002882	
3	    0.116144127	
4	    0.545762712	
	oneincome_sim	
25	    0.897163121	
30	    0.877942857	
35	    0.883177570	
40	    0.850996678	
45	    0.804808549	
	oneincome_sim	
1	    0.824285714	
2	    0.862365591	
3	    0.869122637	
4	    0.829411765	
	oneincome_sim	
1	    0.881593407	
2	    0.879077810	
3	    0.877772578	
4	    0.444067797	
	JLSdum9_sim	
25	    0.015248227	
30	    0.003885714	
35	    0.005233645	
40	    0.006146179	
45	    0.003027605	
	JLSdum9_sim	
1	    0.009714286	
2	    0.004753820	
3	    0.004168686	
4	    0.015032680	
	JLSdum9_sim	
1	    0.008516484	
2	    0.003919308	
3	    0.006083294	
4	    0.010169492	
