130.000000000					
0.700000000	-5	5	1	0	lambdaedu_h
0.000000000	-5	5	1	0	lambdaedu_w
0.000000000	-5	5	1	0	lambdacohort(1)
-1.300000000	-2	5	1	0	alphatyp
0.036900000	0	1	1	1	probamyop
-0.207000000	-5	5	1	1	lambdaedu_h
-0.339000000	-5	5	1	1	lambdaedu_w
-0.173000000	-5	5	1	1	lambdacohort(2)
1.900000000	0	5	1	1	alphatyp
0.004670000	0	1	1	1	probamyop
2.920000000	-5	5	1	1	lambdaedu_h
-2.110000000	-5	5	1	1	lambdaedu_w
1.040000000	-5	5	1	1	lambdacohort(3)
0.500000000	0	5	1	1	alphatyp
0.032200000	0	1	1	1	probamyop
0.069300000	0.01	0.1	0.005	1	rho
1.559480000	1.1	2.5	0.01	0	sigma(1)
0.000000000	0	0	0	0	raw_delta(11)
0.012441000	-2	2	0.01	1	raw_delta(12)
0.085500000	0	2	0.02	1	raw_delta(13)
-0.002339900	-2	2	0.01	1	raw_delta(14)
0.000000000	0	0	0	0	raw_delta(15)
0.095000000	0	2	0.02	1	raw_delta(17)
0.067600000	0.01	0.1	0.005	1	rho
1.565940000	1.1	2.5	0.01	1	sigma(2)
0.000000000	0	0	0	0	raw_delta(21)
0.001002000	-2	2	0.01	1	raw_delta(22)
0.044100000	0	2	0.02	1	raw_delta(23)
0.000003883	-2	2	0.01	1	raw_delta(24)
0.000000000	0	0	0	0	raw_delta(25)
0.019000000	0	2	0.02	1	raw_delta(27)
0.062600000	0.01	0.1	0.005	1	rho
1.550100000	1.1	2.5	0.01	0	sigma(3)
0.000000000	0	0	0	0	raw_delta(31)
0.003187500	-2	2	0.01	1	raw_delta(32)
1.600000000	0	2	0.02	1	raw_delta(33)
-0.000732420	-2	2	0.01	1	raw_delta(34)
0.000000000	0	0	0	0	raw_delta(35)
0.030588000	-2	2	0.001	1	raw_delta(37)
0.072000000	0	2	0.02	1	leis_comp
0.000000000	0	0	0	0	delta_kids
0.000989980	0.00001	0.5	0.0001	1	sig_pref_h
0.000794980	0.00001	0.5	0.0001	1	sig_pref_w
0.311000000	0	2	0.02	1	raw_h_switch_act
0.614000000	0	2	0.02	1	raw_w_switch_act
0.084100000	0	2	0.02	1	raw_h_switch_sect
0.277000000	0	2	0.02	1	raw_w_switch_sect
0.000000000	-0.05	0.05	0.0001	0	alpha(11)
0.000184000	-0.05	0.05	0.0001	1	alpha(12)
0.000100000	-0.0001	0.0001	0.00001	1	alpha(13)
0.000000000	-0.05	0.05	0.0001	0	alpha(21)
0.000000000	-0.05	0.05	0.0001	0	alpha(22)
0.000000000	-0.0001	0.0001	0.00001	0	alpha(23)
0.000000000	-0.05	0.05	0.0001	0	alpha(31)
0.000000000	-0.05	0.05	0.0001	0	alpha(32)
0.000000000	-0.0001	0.0001	0.00001	0	alpha(33)
-0.617000000	-5	5	0.1	1	SR_Fh
-1.100000000	-5	5	0.1	1	SR_Ih
-1.360000000	-5	5	0.1	1	SR_Fw
-2.040000000	-5	5	0.1	1	SR_Iw
-0.574000000	-5	5	0.1	1	SR_Fh
-1.080000000	-5	5	0.1	1	SR_Ih
-1.370000000	-5	5	0.1	1	SR_Fw
-1.800000000	-5	5	0.1	1	SR_Iw
-3.210000000	-5	5	0.1	1	SR_Fh
-3.790000000	-5	5	0.1	1	SR_Ih
-2.700000000	-5	5	0.1	1	SR_Fw
-1.190000000	-5	5	0.1	1	SR_Iw
0.050000000	0	1	0.1	1	theta_cohort_F
0.050000000	0	1	0.1	1	theta_cohort_I
0.000000000	-1	1	0.2	0	g_gap
0.019948000	0	0.06	0.001	1	theta_FhFh
0.022400000	0	0.06	0.01	1	theta_IhIh
0.045000000	0	0.06	0.01	1	theta_FwFw
0.040600000	0	0.06	0.01	1	theta_IwIw
0.000000000	0	0	0	0	theta_FhFh2
0.000000000	0	0	0	0	theta_FhIh2
0.000000000	0	0	0	0	theta_IhFh2
0.000000000	0	0	0	0	theta_IhIh2
0.000000000	0	0	0	0	theta_FwFw2
0.000000000	0	0	0	0	theta_FwIw2
0.000000000	0	0	0	0	theta_IwFw2
0.000000000	0	0	0	0	theta_IwIw2
0.996000000	0	1	0.1	1	Xptransfer
0.342000000	0	0.5	0.05	1	theta_eduFh
0.478000000	0	0.5	0.05	1	theta_eduIh
0.273000000	0	0.5	0.05	1	theta_eduFw
0.341000000	0	0.5	0.05	1	theta_eduIw
0.014800000	0	0.05	0.001	1	theta_grad_Fh
-0.006356000	-0.05	0.05	0.001	1	theta_grad_Fw
0.003490000	0	0.05	0.001	1	theta_eduXPh
0.004980000	0	0.05	0.001	1	theta_eduXPw
0.219000000	0.00001	0.5	0.05	1	sig_Fh
0.320000000	0.00001	0.5	0.05	1	sig_Ih
0.221000000	0.00001	0.5	0.05	1	sig_Fw
0.190000000	0.00001	0.5	0.05	1	sig_Iw
2.100600000	-5	5	0.01	1	gamma
3.172000000	-5	5	0.01	1	gamma
0.494940000	-1	1	0.01	1	gammacov(1)
0.048438000	-1	1	0.01	1	gammacov(2)
-0.031992000	-1	1	0.01	1	gammaXP
-0.012461000	-1	1	0.01	1	gammaXP
0.999990000	0	5	0.01	1	gammaedu(1)
0.918920000	0	5	0.01	1	gammaedu(2)
0.000000000	0	0	0	0	gammaage(1)
0.000000000	0	0	0	0	gammaage(2)
5.000000000	0	0	0	0	nparams
1500.000000000	0	0	0	0	ndraws_st
1500.000000000	0	0	0	0	nspl
50.000000000	0	0	0	0	ndraws_eps
5.000000000	0	0	0	0	curv_a
7.000000000	0	0	0	0	curv_B
15.000000000	0	0	0	0	nsav
85.000000000	0	0	0	0	death
65.000000000	0	0	0	0	retirement
18.000000000	0	0	0	0	startwork
64.000000000	0	0	0	0	startrec
19.000000000	0	0	0	0	endrec
0.000000000	0	0	0	0	cmin
1.000000000	0	0	0	0	scale
0.000000000	0	0	0	0	sav_min
-10000000000.000000000	0	0	0	0	lny_min
0.000000000	0	0	0	0	a_min
0.000000000	0	0	0	0	B_min
0.100000000	0	0	0	0	bar0
0.200000000	0	0	0	0	abar1
0.400000000	0	0	0	0	abar2
0.053600000	0	0	0	0	r
0.099440000	0	0	0	0	r_B_bar
0.071080000	0	0	0	0	sig_ret
